Date,Time,Exercise,Set,Weight,Reps,Note
11.08.21,13:20:46,Reverse Barbell Forearm Curl (standing),2,10,7,
11.08.21,13:20:47,Reverse Barbell Forearm Curl (standing),3,10,12,
11.08.21,13:20:48,Reverse Barbell Forearm Curl (standing),4,10,12,
11.08.21,13:20:49,Pulley Machine Face Pulls (standing),1,14,12,
11.08.21,13:20:50,Pulley Machine Face Pulls (standing),2,18,10,
11.08.21,13:20:51,Pulley Machine Face Pulls (standing),3,18,12,
10.08.21,13:15:46,Barbell Squats (standing),1,20,5,
10.08.21,13:15:47,Barbell Squats (standing),2,30,5,
10.08.21,13:15:48,Barbell Squats (standing),3,35,5,
10.08.21,13:15:49,Barbell Squats (standing),4,40,5,
10.08.21,13:15:50,Barbell Squats (standing),5,45,5,
10.08.21,13:15:51,Barbell Deadlift,1,30,5,
10.08.21,13:15:52,Barbell Calf Raise (standing),1,18,12,
10.08.21,13:15:53,Barbell Calf Raise (standing),2,24,12,
10.08.21,13:15:54,Barbell Calf Raise (standing),3,24,12,
10.08.21,13:15:55,Machine Leg Extension (seated),1,25,12,
10.08.21,13:15:56,Machine Leg Extension (seated),2,32,12,
10.08.21,13:15:57,Machine Leg Extension (seated),3,39,12,
10.08.21,13:15:58,1,,12,
10.08.21,13:15:59,2,,12,
10.08.21,13:16:00,3,,8,
10.08.21,13:16:01,Machine Crunch (seated),1,27,12,
10.08.21,13:16:02,Machine Crunch (seated),2,45,12,
10.08.21,13:16:03,Machine Crunch (seated),3,45,12,
09.08.21,12:40:09,Barbell Flat Bench Press,1,20,5,
09.08.21,12:40:10,Barbell Flat Bench Press,2,25,5,
09.08.21,12:40:11,Barbell Flat Bench Press,3,30,5,
09.08.21,12:40:12,Barbell Flat Bench Press,4,35,5,
09.08.21,12:40:13,Barbell Flat Bench Press,5,40,5,
09.08.21,12:40:14,Supported Machine Dips,1,0,5,
09.08.21,12:40:15,Supported Machine Dips,2,0,4,
09.08.21,12:40:16,Supported Machine Dips,3,9,5,
09.08.21,12:40:17,Supported Machine Dips,4,9,5,
09.08.21,12:40:18,Supported Machine Dips,5,9,5,
09.08.21,12:40:19,Smith Machine Shoulder Press (seated),1,20,5,
09.08.21,12:40:20,Smith Machine Shoulder Press (seated),2,30,5,
09.08.21,12:40:21,Smith Machine Shoulder Press (seated),3,35,5,
09.08.21,12:40:22,Smith Machine Shoulder Press (seated),4,40,5,
09.08.21,12:40:23,Smith Machine Shoulder Press (seated),5,45,5,
09.08.21,12:40:24,Machine Fly (seated),1,32,12,
09.08.21,12:40:25,Machine Fly (seated),2,45,12,
09.08.21,12:40:26,Machine Fly (seated),3,52,9,
09.08.21,12:40:27,Machine Front Press (seated),1,39,5,
09.08.21,12:40:28,Pulley Machine Rope Triceps Press (standing),1,15,9,
09.08.21,12:40:29,Pulley Machine Rope Triceps Press (standing),2,9,12,
09.08.21,12:40:30,Pulley Machine Rope Triceps Press (standing),3,9,12,
09.08.21,12:40:31,Dumbbell Lateral Raise (standing),1,5,12,
09.08.21,12:40:32,Dumbbell Lateral Raise (standing),2,4,12,
09.08.21,12:40:33,Dumbbell Lateral Raise (standing),3,3,12,
07.08.21,14:20:54,Pull-ups| Underhand Medium Grip,1,0,5,
07.08.21,14:20:55,Pull-ups| Underhand Medium Grip,2,5,5,
07.08.21,14:20:56,Pull-ups| Underhand Medium Grip,3,5,5,
07.08.21,14:20:57,Pull-ups| Underhand Medium Grip,4,0,5,
07.08.21,14:20:58,Pull-ups| Underhand Medium Grip,5,0,5,
07.08.21,14:20:59,Barbell Upright Row (standing),1,15,6,
07.08.21,14:21:00,Barbell Upright Row (standing),2,25,5,
07.08.21,14:21:01,Barbell Upright Row (standing),3,25,5,
07.08.21,14:21:02,Barbell Upright Row (standing),4,25,5,
07.08.21,14:21:03,Barbell Upright Row (standing),5,25,5,
07.08.21,14:21:04,Dumbbell Flat High Bench Row (prone),1,9,12,
07.08.21,14:21:05,Dumbbell Flat High Bench Row (prone),2,14,6,
07.08.21,14:21:06,Dumbbell Flat High Bench Row (prone),3,9,12,
07.08.21,14:21:07,Dumbbell Flat High Bench Row (prone),4,9,12,
07.08.21,14:21:08,Dumbbell Flat High Bench Row (prone),5,9,10,
07.08.21,14:21:09,Barbell Biceps Curl (standing),1,20,10,
07.08.21,14:21:10,Barbell Biceps Curl (standing),2,15,11,
07.08.21,14:21:11,Barbell Biceps Curl (standing),3,15,10,
07.08.21,14:21:12,Reverse Barbell Forearm Curl (standing),1,10,12,
07.08.21,14:21:13,Reverse Barbell Forearm Curl (standing),2,10,12,
07.08.21,14:21:14,Reverse Barbell Forearm Curl (standing),3,10,12,
07.08.21,14:21:15,Machine Crunch (seated),1,25,8,
07.08.21,14:21:16,Machine Crunch (seated),2,41,6,
07.08.21,14:21:17,Machine Crunch (seated),3,41,7,
